id,text,anger,disgust,fear,joy,sadness,text_tn
afr_train_track_a_00325,Die lengte van die periode hang af van die tipe monster en die toetse wat daarop uitgevoer word.,0,0,0,0,0,Panjang période gumantung kana jinis sampel sareng tés anu dilakukeun dina éta.
afr_train_track_a_00326,Daarvoor maak ons beurse beskikbaar sodat plaaskinders hulle op Elsenburg kan kom toerus om hulle plek vol te staan binne landbou.,0,0,0,1,0,"Keur kitu, urang nyieun bursaries sadia ambéh barudak tani bisa datang ka Elsenburg sarta ngalengkepan diri pikeun nyokot tempat maranéhanana di tatanén."
afr_train_track_a_00327,"Hierdie jaar, 2010, sal 'n jaar van aksie wees.",0,0,0,1,0,"Taun ieu, 2010, bakal janten taun aksi."
afr_train_track_a_00328,Hierdie afname is grootliks te danke aan 'n dramatiese uitbreiding van besteding op maatskaplike toelae sedert 2002.,0,0,0,0,0,Turunna ieu sabagéan ageung kusabab ékspansi dramatis tina belanja hibah sosial saprak 2002.
afr_train_track_a_00329,Die vryheid om onsself uit te druk is een van die wonderlike prestasies van ons nuwe demokrasie.,0,0,0,1,0,Kabébasan pikeun nganyatakeun diri mangrupikeun salah sahiji prestasi hébat démokrasi anyar urang.
afr_train_track_a_00330,Die wêreldtendens ens is om eerder te onttrek van Afrika.,0,0,1,0,1,Tren dunya jsb nyaéta mundur ti Afrika tibatan.
afr_train_track_a_00331,Hier is van hierdie projekte wat in 'n rekordtyd afgehandel is.,0,0,0,1,0,Ieu sababaraha proyék ieu réngsé dina waktos catetan.
afr_train_track_a_00332,"Al hierdie pogings, Mevrou die Speaker en Voorsitter, moet gepaardgaan met 'n volgehoue gedrewenheid om gemeenskapsveiligheid en -sekuriteit te verbeter.",0,0,1,0,0,"Sadaya usaha ieu, Nyonya Speaker sareng Kursi, kedah dibarengan ku dorongan anu terus-terusan pikeun ningkatkeun kasalametan sareng kaamanan masarakat."
afr_train_track_a_00333,President Jacob Zuma het 'n beroep op almal van ons gedoen om die onderwys 'n prioriteit te maak vir almal.,0,0,0,1,0,Présidén Jacob Zuma nyauran urang sadayana pikeun ngajantenkeun pendidikan janten prioritas pikeun sadayana.
afr_train_track_a_00334,"Een waarin die melkery gesetel sal wees en tweede waarin koeie wat ingehuur sal word, opgeneem sal word.",0,0,0,0,0,Hiji dimana susu bakal dumasar sareng kadua dimana sapi anu bakal disewa bakal dicandak.
afr_train_track_a_00335,Hierdie vryheid kan duidelik gesien word in die feit dat ons reeds elf amptelike tale het.,0,0,0,1,0,Kabébasan ieu jelas katingali dina kanyataan yén urang parantos ngagaduhan sabelas basa resmi.
afr_train_track_a_00336,Langenhoven is almal se erfenis - dit het die geskiedenis voldoende bewys.,0,0,0,1,0,Langenhoven mangrupikeun warisan sadayana - sajarah parantos ngabuktikeun éta.
afr_train_track_a_00337,Die aanleg sal ongeveer 95 000 ton hoëproteïen-veevoer (gedroogde distileergraan met oplossings) produseer.,0,0,0,1,0,Tutuwuhan bakal ngahasilkeun kira-kira 95.000 ton pakan ternak-protéin luhur (garing distillers gandum jeung solusi).
afr_train_track_a_00338,"Verder was hy bekend as die grootste private versamelaar van boeke, manuskripte en dergelike in verband met die Afrikaanse taal en letterkunde.",0,0,0,1,0,"Saterusna, anjeunna dipikawanoh salaku kolektor swasta pangbadagna buku, naskah jeung kawas dina sambungan jeung basa jeung sastra Afrikaans."
afr_train_track_a_00339,Ons het ook R15 miljard begroot vir die uitgebreide openbare werke program met die doel om meer werks- en opleidingsgeleenthede te skep.,0,0,0,1,0,Urang ogé geus dianggarkeun R15 milyar pikeun program karya umum dimekarkeun kalawan tujuan nyieun leuwih loba pakasaban sarta kasempetan palatihan.
afr_train_track_a_00340,Ek skroom ook nie om dit in die openbaar te sê nie.,0,0,0,0,0,Kuring ogé henteu ragu pikeun nyarios sacara umum.
afr_train_track_a_00341,Om die gehawende Nuyrivier min of meer tot sy oorspronklike loop te kanaliseer sou ± R160 000 beloop.,0,0,0,0,0,Pikeun nyalurkeun Walungan Nuy anu butut langkung atanapi kirang kana kursus aslina bakal jumlahna ± R160 000.
afr_train_track_a_00342,Maar ook waaneer ek 'n plaasboer groet voel ek die onsekerheid.,0,0,1,0,1,Tapi ogé nalika kuring ngabagéakeun patani kuring ngarasa kateupastian.
afr_train_track_a_00343,Die aand is afgesluit met 'n simboliese oorhandiging van die dokumente waaruit Antoinette Pienaar se Karoo-stories hul ontstaan gehad het.,0,0,0,1,0,Malem dipungkas ku panyerahan simbolis tina dokumén anu asalna tina carita Karoo Antoinette Pienaar.
afr_train_track_a_00344,Hul taal het sy oorsprong hier in Afrika.,0,0,0,0,0,Basa maranéhanana asalna di dieu di Afrika.
afr_train_track_a_00345,Die Departement van Landbou in die Wes-Kaap het R47 000 beskikbaar gestel om Kampong op die planke te bring.,0,0,0,1,0,Dinas Pertanian di Western Cape dijieun R47 000 sadia pikeun meunangkeun Kampong up na ngajalankeun.
afr_train_track_a_00346,So nie steun ons om die planne bekend te maak en dit uit te voer.,0,0,0,0,0,"Upami henteu, kami ngadukung ngajantenkeun rencana sareng ngalaksanakeunana."
afr_train_track_a_00347,Ons sal natuurlik ook voortgaan om ons take in die Verenigde Nasies se Veiligheidsraad uit te voer.,0,0,0,0,0,Urang tangtu ogé bakal terus ngalaksanakeun tugas di Déwan Kaamanan PBB.
afr_train_track_a_00348,"Die navorsing in verband met die 231 plaaslike munisipaliteite, 46 distriksmunisipaliteite en ses metropolitaanse munisipaliteite is deur Empowerdex gedoen.",0,0,0,0,0,"Panalitian anu aya hubunganana sareng 231 kotamadya lokal, 46 kotamadya kabupaten sareng genep kotamadya metropolitan dilakukeun ku Empowerdex."
afr_train_track_a_00349,Eerstens het geld-metrieke armoede aansienlik afgeneem sedert die eeuwisseling.,0,0,0,1,0,"Kahiji, kamiskinan duit-métrik geus turun nyata saprak péngkolan abad."
afr_train_track_a_00350,Ons moet dit voorkom.,0,0,1,0,0,Urang kudu nyegah eta.
afr_train_track_a_00351,Dié Saamdinkberaad NALN 2000 was daarop gemik om 'n beginfase van konsultasie met 'n breë en inklusiewe gebruikerspubliek te wees.,0,0,0,1,0,NALN 2000 Think Tank ieu dimaksudkeun pikeun janten fase awal konsultasi sareng pamiarsa pangguna anu lega sareng inklusif.
afr_train_track_a_00352,Wanneer jy toegerus is met kennis kan jy soveel meer bydra tot die sukses van die boerdery waarby jy betrokke is.,0,0,0,1,0,Nalika anjeun dilengkepan ku pangaweruh anjeun tiasa nyumbang langkung seueur kana kasuksésan pertanian anu anjeun aub.
afr_train_track_a_00353,U weet dat om voorentoe in die lewe te vorder harde werk en toewyding verg.,0,0,1,0,0,Anjeun terang yén pikeun maju dina kahirupan butuh kerja keras sareng dedikasi.
afr_train_track_a_00354,Indien ons voedselpryse vaspen stuur ons die verkeerde sein uit en kry ons nie die nodige produksie respons nie.,0,0,1,0,1,"Lamun urang patok harga dahareun, urang ngirim kaluar sinyal salah jeung teu meunang respon produksi perlu."
afr_train_track_a_00355,Graag wens ek u geluk met die inisiatief om hierdie Kongres te reël.,0,0,0,1,0,Abdi hoyong ngawilujengkeun anjeun dina inisiatif pikeun ngatur Kongrés ieu.
afr_train_track_a_00356,Ek is besorg oor die effek wat die inbring van seisoenale werkers na plase op verskeie terreine in die Wes-Kaap het.,0,0,1,0,0,Kami prihatin ngeunaan pangaruh anu ngenalkeun buruh musiman ka kebon dina sababaraha situs di Cape Kulon.
afr_train_track_a_00357,Ons het beurse en ek waarborg vir suksesvolle studente werk in die Departement.,0,0,0,1,0,Kami ngagaduhan beasiswa sareng kuring ngajamin pikeun mahasiswa anu suksés damel di Jurusan.
afr_train_track_a_00358,"Nadat hulle na jare weer bymekaar kom, praat hulle toe oor wat hulle vir hulle bejaarde moeder gedoen het.",0,0,0,0,1,"Saatos aranjeunna papanggih deui sanggeus sababaraha taun, aranjeunna ngobrol ngeunaan naon maranéhna ngalakukeun pikeun indung manula maranéhanana."
afr_train_track_a_00359,Hierdie stand van sake sal verander in die toekoms.,0,0,0,0,1,kaayaan ieu bakal robah dina mangsa nu bakal datang.
afr_train_track_a_00360,"Terwyl die museum geopen is op 14 Augustus 1975, is die monument amptelik op 10 Oktober 1975 onthul.",0,0,0,0,0,"Nalika musium dibuka dina 14 Agustus 1975, monumen ieu sacara resmi dibuka dina 10 Oktober 1975."
afr_train_track_a_00361,U moet ideale hê.,0,0,0,0,0,Anjeun kedah gaduh cita-cita.
afr_train_track_a_00362,Sedertdien is 231 huise gebou.,0,0,0,0,0,"Saprak harita, 231 imah geus diwangun."
afr_train_track_a_00363,"Jy gaan staan of val op jou eie meriete, en nie op die van jou konneksies nie.",0,0,1,0,0,"Anjeun nangtung atawa ragrag dina merits sorangan, sarta henteu dina pamadegan sambungan anjeun."
afr_train_track_a_00364,Ons uitdaging is om hierdie ideale om te skakel in programme en projekte wat doeltreffend geïmplementeer kan word.,0,0,0,0,0,Tangtangan kami nyaéta ngarobih cita-cita ieu kana program sareng proyék anu tiasa dilaksanakeun sacara efektif.
afr_train_track_a_00365,Die provinsie produseer die afgelope sewe jaar 'n gemiddelde surplus van 286 000 ton koring.,0,0,0,1,0,Propinsi ieu ngahasilkeun surplus rata-rata 286.000 ton gandum dina tujuh taun ka tukang.
afr_train_track_a_00366,Ons dink ook aan prof. Johan Combrink wat op 25 Julie verlede jaar oorlede is.,0,0,0,0,1,Urang ogé mikir prof. Johan Combrink anu maot dina 25 Juli taun ka tukang.
afr_train_track_a_00367,"Wat hy presies daarmee bedoel het, is ek nie so seker van nie.",0,0,0,0,0,"Naon kahayang anjeunna dimaksud ku éta, Kaula teu jadi yakin."
afr_train_track_a_00368,Hy was lank voorsitter van die Oranjeklub en menige jongmens het hulle eerste tuiste in Kaapstad gevind in sy huis in Tamboerskloof.,0,0,0,1,0,Anjeunna pupuhu Oranyeu Club pikeun lila sarta loba jalma ngora kapanggih imah kahiji maranéhanana di Cape Town di imahna di Tamboerskloof.
afr_train_track_a_00369,Die kernprobleem bly die veiligheidsvakuum wat ontstaan het na die afskaffing van die kommando's.,0,0,1,0,1,Masalah inti tetep vakum kaamanan anu timbul sanggeus abolition tina commandos.
afr_train_track_a_00370,Ons demokrasie is gesond.,0,0,0,1,0,Démokrasi urang séhat.
afr_train_track_a_00371,"Daar word beoog dat skole, leeskringe, kultuurverenigings en andere landwyd aangemoedig en ondersteun moet word om Schoeman-temas te behandel.",0,0,0,0,0,"Dimaksudkeun yén sakola, bunderan bacaan, asosiasi budaya sareng anu sanés nasional kedah didorong sareng dirojong pikeun ngubaran téma Schoeman."
afr_train_track_a_00372,Ek wil afsluit deur aan wenners te sê: Baie geluk.,0,0,0,1,0,Abdi hoyong nyimpulkeun ku ngucapkeun ka para juara: Wilujeng.
afr_train_track_a_00373,Dit beteken ook dat elkeen 'n blyplek van sy eie sal hê waarop hy of sy trots kan wees.,0,0,0,1,0,Ieu ogé ngandung harti yén unggal jalma bakal gaduh tempat sorangan anu tiasa dibanggakeun.
afr_train_track_a_00374,Ons betreur dit dat die NP na sy mislukkings op Kempton Park hieraan nie wou deelneem nie.,0,0,0,0,1,Kami hanjakal yén NP henteu hoyong ilubiung dina ieu saatos gagalna di Kempton Park.
afr_train_track_a_00375,Met reeds meer as 43 miljoen mense word verwag dat oor dertig jaar dit sal verdubbel.,0,0,0,0,0,"Kalayan langkung ti 43 juta jalma, diperkirakeun dina tilu puluh taun éta bakal dua kali."
afr_train_track_a_00376,Die ontstaan en ontwikkeling van die leeskringkultuur vorm 'n belangrike tema in die geskiedenis van die Afrikaanse literatuur en die Afrikaanse boek.,0,0,0,1,0,Asal-usul sareng kamekaran budaya bunderan maca mangrupikeun téma penting dina sajarah sastra Afrikaans sareng buku Afrikaans.
afr_train_track_a_00377,Daarna is dit kragtens die Wet op die Pan-Suid-Afrikaanse Taalraad erken.,0,0,0,0,0,Satuluyna diakuan dina Undang-Undang Déwan Basa Pan-Afrika Selatan.
afr_train_track_a_00378,Daar is egter 'n ernstige behoefte aan 'n groter orgaan skenkersbewustheid.,0,0,0,0,1,"Tapi, aya kabutuhan anu serius pikeun kasadaran donor organ anu langkung ageung."
afr_train_track_a_00379,Om kompeterend te wees in die internasionale arena is dit noodsaaklik dat ons op die voorpunt sal bly.,0,0,1,1,0,Janten kompetitif di arena internasional penting pisan yén urang tetep di payun.
afr_train_track_a_00380,Tog is hul reikwydte in ons samelewing ver onder verwagting.,0,0,0,0,1,Acan jangkauan maranéhanana di masarakat urang jauh di handap ekspektasi.
afr_train_track_a_00381,Dit alles bring ons nog geen duim nader aan die oplossing nie.,0,0,0,0,1,Sadaya ieu teu mawa urang hiji inci ngadeukeutan ka solusi.
afr_train_track_a_00382,"Vanaand gaan oor die erkenning van daardie werk, wat dikwels ongenoem verbygaan.",0,0,0,1,0,"Peuting ieu ngeunaan ngakuan padamelan éta, anu sering henteu disebatkeun."
afr_train_track_a_00383,"Een van die gebiede waar ons probleme ondervind, is Xhosa-sprekende pasi nte wat sukkel om in provinsiale hospitale en klinieke te kommunikeer.",0,0,0,0,1,Salah sahiji daérah dimana urang mendakan masalah nyaéta pasien anu nyarios Xhosa anu berjuang pikeun komunikasi di rumah sakit sareng klinik propinsi.
afr_train_track_a_00384,Ons herbevestig ons innige dankbaarheid teenoor die internasionale gemeenskap vir hul onwrikbare steun vir ons stryd.,0,0,0,1,0,Kami negeskeun deui rasa syukur anu jero ka komunitas internasional pikeun dukungan anu teu kaampeuh pikeun perjuangan urang.
afr_train_track_a_00385,In dié hoedanigheid het hy ook gedien op die NALN-beurskomitee en die kuratoriums van die Stigting NALN en die A.D. Keet-publikasiefonds.,0,0,0,0,0,Dina kapasitas ieu anjeunna ogé ngajabat di panitia beasiswa NALN jeung dewan wali Yayasan NALN jeung A.D. Dana Publikasi Keet.
afr_train_track_a_00386,"Die posmeester, die dorpsdokter en die skoolmeester is gewoonlik die mense wat die meeste van die dorp af weet.",0,0,0,0,0,"Patugas pos, dokter désa sareng guru sakola biasana jalma anu paling terang ngeunaan kota."
afr_train_track_a_00387,Sonder gefokusde opleiding is dit nie moontlik nie.,0,0,0,0,1,"Tanpa latihan fokus, ieu teu mungkin."
afr_train_track_a_00388,Ons moet sorg dat ons water oordeelkundig gebruik.,0,0,1,0,0,Urang kedah mastikeun yén urang ngagunakeun cai sacara bijaksana.
afr_train_track_a_00389,Dit is egter duidelik dat meer rolspelers nou moet betrokke raak.,0,0,0,0,0,"Nanging, écés yén langkung seueur pamaén peran kedah kalibet ayeuna."
afr_train_track_a_00390,Dit fokus op samewerking tussen die Departement en alle ander rolspelers in die landbou sektor om menslike kapitaal op te bou.,0,0,0,1,0,Éta museurkeun kana gawé babarengan antara Dinas sareng sadaya pamaén peran sanés dina séktor pertanian pikeun ngawangun modal manusa.
afr_train_track_a_00391,Mnr de Klerk moet nie ons bereidwilligheid om van tyd tot tyd oor gemeenskaplike sake te praat verkeerd vertolk nie.,0,0,1,0,0,Bapak de Klerk teu kudu salah ngartikeun kahayang urang ngobrol ngeunaan hal umum ti jaman ka jaman.
afr_train_track_a_00392,Daarmee sê ek nie dat onderwys kultuurloos en karakterloos moet wees nie; dat onderwys 'n instrument tot gedwonge uniformiteit moet word nie.,0,0,1,0,1,Kalayan éta kuring henteu nyarios yén pendidikan kedah henteu budaya sareng tanpa karakter; yén pendidikan henteu kedah janten alat pikeun kaseragaman paksa.
afr_train_track_a_00393,Daar is ook geen twyfel nie dat ons meer selfwerksaamheid kan skep deur middle van klein en mikro-ondernemings.,0,0,0,1,0,Teu aya ragu yén urang tiasa nyiptakeun langkung seueur padamelan mandiri ngalangkungan usaha leutik sareng mikro.
afr_train_track_a_00394,"Donderdag, 7 Augustus, word gewy aan alle besigheidsvroue in die landbousektor, en spesifiek dié betrokke by uitvoere.",0,0,0,1,0,"Kemis, 7 Agustus, dedicated ka sadaya awéwé bisnis di sektor tatanén, sarta husus maranéhanana kalibet dina ékspor."
afr_train_track_a_00395,Ons sal dus vanjaar die lisensiëring en inwerkingstelling van Infraco afhandel.,0,0,0,1,0,Ku kituna urang bakal ngalengkepan lisénsi jeung commissioning of Infraco taun ieu.
afr_train_track_a_00396,"Musiekonderrig was privaat in daardie dae, sy moes elke week per trem na die orrelmeester by die Newton-kerk.",0,0,0,0,0,"Palajaran musik éta pribadi dina poé éta, manéhna kudu indit unggal minggu ku tram ka organis di garéja Newton."
afr_train_track_a_00397,"Insluitende die paramediese dienste, dokters, verpleegsters en die sakelui.",0,0,0,0,0,"Kaasup jasa paramedic, dokter, perawat sareng jalma bisnis."
afr_train_track_a_00398,Ons ekonomie is gebaseer op ons minerale hulpbronne.,0,0,0,0,0,Ékonomi urang dumasar kana sumberdaya mineral urang.
afr_train_track_a_00399,Daar is ook 'n begroting van R200 000 aan die plan gekoppel vir die huidige finansiele jaar.,0,0,0,0,0,Aya ogé anggaran R200 000 numbu ka rencana pikeun taun finansial ayeuna.
afr_train_track_a_00400,Die naam van haar grootouers se plaas kort anderkant Calvinia was Kokkoboos - dit sing soos die bergstroom waaruit die vrugteboord natgelei is.,0,0,0,1,0,Ngaran tegalan nini-nini teu jauh ti Calvinia éta Kokkoboos - nyanyi kawas aliran gunung ti mana dusun ieu watered.
afr_train_track_a_00401,Maar ek het die uitdaging aanvaar nadat ek gevra was deur ons mense.,0,0,0,1,0,Tapi kuring narima tangtangan éta sanggeus ditanya ku urang.
afr_train_track_a_00402,Die beperkte beskikbare geld en mannekrag sal aangewend word om die werk te doen - nie om die struktuur te bou nie.,0,0,1,0,1,Duit sareng tanaga anu terbatas bakal dianggo pikeun ngalakukeun padamelan - sanés pikeun ngawangun struktur.
afr_train_track_a_00403,Die Wysigingswetsontwerp op die Provinsiale Ontwikkelingsraad en die Wetsontwerp op die Wes-Kaapse Jeugkommissie is deur die Kabinet onderteken vir voorlegging aan die Parlement.,0,0,0,0,0,RUU Amandemen Déwan Pangwangunan Propinsi sareng RUU Komisi Pemuda Western Cape ditandatanganan ku Kabinet pikeun dikintunkeun ka Parlemén.
afr_train_track_a_00404,In die nuwe Suid-Afrika durf ons hierdie les nie miskyk nie.,0,0,1,0,0,"Di Afrika Kidul anyar, urang teu wani mopohokeun palajaran ieu."
afr_train_track_a_00405,Dit is 'n wonderlike voorreg vir my om deel van hierdie geleentheid vanaand te wees.,0,0,0,1,0,Ieu mangrupikeun kahormatan anu saé pikeun kuring janten bagian tina acara wengi ayeuna.
afr_train_track_a_00406,Ons het almal 'n rol om te speel.,0,0,0,0,0,Urang sadayana gaduh peran pikeun maén.
afr_train_track_a_00407,Dit is slegs mense wat iets het om mee te spog wat skou.,0,0,0,0,0,Éta ngan ukur jalma anu ngagaduhan pikeun pamer acara éta.
afr_train_track_a_00408,"Hoewel landbou as 'n sleutelsektor beskou word, word die volle rol van landbou in so 'n ontwikkelingstrategie egter selde goed verstaan.",0,0,0,0,0,"Sanaos tatanén dianggap séktor konci, peran pinuh ku tatanén dina strategi pangwangunan sapertos kitu jarang kahartos."
afr_train_track_a_00409,"By De Volkstem was sy leermeesters twee veelsydige joernaliste: Gustav Preller, voorvegter vir Afrikaans, en die gebore Nederlander Frederik Rompel.",0,0,0,0,0,"Di De Volkstem, guruna nyaéta dua wartawan anu serbaguna: Gustav Preller, juara Afrikaans, sareng Frederik Rompel anu lahir di Walanda."
afr_train_track_a_00410,Afrikaans is een van drie amptelike tale in die Wes-Kaap.,0,0,0,0,0,Afrikaans nyaéta salah sahiji tina tilu basa resmi di Cape Kulon.
afr_train_track_a_00411,Totale onkostes vir hierdie hele projek sou min of meer 35 000 pond beloop.,0,0,0,0,0,Total waragad pikeun sakabéh proyék ieu bakal kasarna 35.000 pon.
afr_train_track_a_00412,"Toe ek dié uittreksel sien, was dit vir my 'n persoonlike vinjet.",0,0,0,0,0,"Nalika kuring ningali petikan ieu, éta mangrupikeun vignette pribadi pikeun kuring."
afr_train_track_a_00413,Dit durf nie 'n verdelende mag in Suid-Afrika wees nie.,0,0,1,0,0,Teu wani jadi kakuatan anu ngabagi di Afrika Kidul.
afr_train_track_a_00414,"Haar oë vonkel as sy met die hand na al die geliefde, bekende karakters beduie.",0,0,0,1,0,Panonna ngagurilap nalika anjeunna ngalambai ka sadaya karakter anu dipikacinta sareng akrab.
afr_train_track_a_00415,Die voorkoms van honger kinders het in vier jaar byna halveer.,0,0,0,1,0,Insidens barudak kalaparan geus ampir satengah dina opat taun.
afr_train_track_a_00416,Ongeveer R1 biljoen sal oor die basislyn toegeken word aan programme wat binne die openbare werke-program val.,0,0,0,1,0,Kira-kira R1 milyar bakal dialokasikeun dina garis dasar pikeun program anu aya dina program kerja umum.
afr_train_track_a_00417,Klimaatsverandering gaan baie aandag geniet.,0,0,0,1,0,Parobihan iklim bakal kéngingkeun seueur perhatian.
afr_train_track_a_00418,Ons vasteland wys die wêreld hoe hoop en deursettingsvermoë lyk.,0,0,0,1,0,Buana urang nunjukkeun ka dunya kumaha harepan sareng katekunan.
afr_train_track_a_00419,Ons is bly dat ons reddingspanne hulle kon gaan bystaan.,0,0,0,1,0,Kami bagja yén tim nyalametkeun kami tiasa ngabantosan aranjeunna.
afr_train_track_a_00420,Elf jaar later is Bloemfontein se isolasie van die res van die land luisterryk beëindig met die koms van die stoomtrein.,0,0,0,1,0,"Sabelas taun ti harita, ngasingkeun Bloemfontein ti nagara-nagara sanés dipungkas ku datangna karéta uap."
afr_train_track_a_00421,Hierdie innoverende en waardevolle vennootskap tussen die nasionale en provinsiale regerings het 'n oplossing vir die probleem beteken.,0,0,0,1,0,Kerjasama inovatif sareng berharga ieu antara pamaréntah nasional sareng propinsi nyayogikeun solusi pikeun masalah éta.
afr_train_track_a_00422,"Haar jongste poësiebundel Muur van berge het 'n besonderse ontstaansgeskiedenis, naamlik die lang siekbed en dood van haar moeder.",0,0,0,0,1,"Kumpulan puisi Muur van berge panganyarna miboga carita asal husus, nya éta gering lila jeung maot indungna."
afr_train_track_a_00423,Ons sal nogtans verseker dat die leningsvlakke van die Regering versigtig en volhoubaar is.,0,0,0,0,0,"Nanging, urang bakal mastikeun yén tingkat injeuman Pamaréntah sacara bijaksana sareng lestari."
afr_train_track_a_00424,"Die jongmense van vandag is leergierig, heeltyd opsoek na nuwe uitdagings.",0,0,0,1,0,"Pamuda jaman ayeuna hayang pisan diajar, sok néangan tangtangan anyar."
afr_train_track_a_00425,Uit die Eikestad het Brönnhilde Ekermans gekom om ekstensief gebruik te maak van ons Jan Bouws-versameling vir haar navorsing.,0,0,0,0,0,Brönnhilde Ekermans sumping ti Eikestad pikeun ngamangpaatkeun koleksi Jan Bouws sacara éksténsif pikeun panalungtikanana.
afr_train_track_a_00426,Die aanslag op ons kinders is fel en altyd teenwoordig.,0,0,0,0,0,The onslaught on barudak urang galak tur kantos hadir.
afr_train_track_a_00427,Die harde werklikheid is dat ons mekaar nodig het en dat nie een van ons op ons eie sal oorleef nie.,0,0,1,0,1,Realitas anu parah nyaéta urang saling butuh sareng teu aya anu bakal salamet nyalira.
afr_train_track_a_00428,Hierdie inisiatiewe sal onderneem word ten einde die diepgrondige verhoudings wat ons binne die Suider Afrikaanse Doeane-Unie geniet.,0,0,0,1,0,Inisiatif ieu bakal dilaksanakeun pikeun ngajaga hubungan anu jero anu urang nikmati dina Uni Adat istiadat Afrika Kidul.
afr_train_track_a_00429,"Soos gebruiklik het Danie Botha van Tafelberg Uitgewers ons baie gul ontvang en interessante manuskripte geskenk, o.a.",0,0,0,1,0,"Sakumaha biasa, Danie Botha ti Tafelberg Publishers nampi kami pisan berehan sareng nyumbangkeun naskah anu pikaresepeun, e.o."
afr_train_track_a_00430,"Ons mag, en sal, egter nie die talle probleme wat ons steeds in die gesig staar, onderskat nie.",0,0,0,0,1,"Tapi, urang teu bisa, jeung moal, underestimate loba masalah urang masih nyanghareupan."
afr_train_track_a_00431,Want slegs as ons beleggers kry nuwe beleggings van 'n groot omvang sal daar nuwe werksgeleenthede ontstaan wat ons werkloosheidsprobleem kan hanteer.,0,0,1,0,1,Kusabab ngan lamun investor urang meunang investasi anyar skala badag bakal aya kasempetan pakasaban anyar nu bisa nungkulan masalah pangangguran urang.
afr_train_track_a_00432,"In hierdie verband het ons in Augustus verlede jaar die eerste loodsterrein van die Omvattende Landelike-ontwikkelingsprogram in Giyani, Limpopo, geloods.",0,0,0,0,0,"Dina hal ieu, dina bulan Agustus taun ka tukang kami ngaluncurkeun situs pilot munggaran tina Program Pangwangunan Désa Komprehensif di Giyani, Limpopo."
afr_train_track_a_00433,Deur 'n oop raam het verre snaarmusiek en sagte lamplig op die stilte getril.,0,0,0,1,0,"Ngaliwatan jandela anu kabuka, musik senar anu jauh sareng lampu lampu lemes ngageter dina tiiseun."
afr_train_track_a_00434,Dit so op 'n voetnotajie en terloops kom ons kyk so oor 'n jaar of twee of ek reg was met my voorspelling.,0,0,0,1,0,Éta dina catetan kaki sareng ku jalan kitu hayu urang tingali dina hiji atanapi dua taun upami kuring leres sareng prediksi kuring.
afr_train_track_a_00435,Ons benodig staatsamptenare wat toegewyd en bekwaam is en wat na landsburgers se behoeftes omsien.,1,0,0,0,1,Urang peryogi PNS anu dedikasi sareng kompeten sareng anu ngurus kabutuhan warga.
afr_train_track_a_00436,"Toe hy by Kaapstad kom, het niemand 'n paspoort gevra nie.",0,0,0,0,0,"Nalika anjeunna dugi ka Cape Town, teu aya anu naroskeun paspor."
afr_train_track_a_00437,Ons skep 52 Paroolrade dwarsoor die land.,0,0,0,0,0,Urang nyieun 52 Parole Boards sakuliah nagara.
afr_train_track_a_00438,Daar word ook baie oor Afrikaans gepraat.,0,0,0,0,0,Aya ogé loba omongan ngeunaan Afrikaans.
afr_train_track_a_00439,"Terselfdertyd is vinnige optrede wanneer daar tekens van 'n moontlike uitbraak van een of ander siekte is, van kardinale belang.",0,0,1,0,0,"Dina waktos anu sami, tindakan gancang nalika aya tanda-tanda kamungkinan wabah sababaraha panyakit penting pisan."
afr_train_track_a_00440,Allerhande statistieke kan aangehaal word om dit te bevestig.,0,0,0,0,0,Sadaya jinis statistik tiasa dicutat pikeun mastikeun ieu.
afr_train_track_a_00441,"Aangesien Suid-Afrika 'n oop ekonomiese beleid volg, is ons voedselpryse die afgeleide van internasionale voedselpryse.",0,0,0,0,0,"Kusabab Afrika Kidul nuturkeun kawijakan ékonomi kabuka, harga pangan urang turunan tina harga pangan internasional."
afr_train_track_a_00442,En op boomplantdag ses jaar later staan Professor se boompie al regop van gestalte en hoër as menshoogte.,0,0,0,1,0,"Sarta dina poé penanaman tangkal genep taun saterusna, tangkal leutik Professor urang geus jangkung tur jangkung ti jangkungna manusa."
afr_train_track_a_00443,Ons het hierdie jaar op verskeie terreine geleenthede aan plaaswerkers gebied om selfs oorsee opleiding te ontvang.,0,0,0,1,0,"Taun ieu, kami parantos nawiskeun kasempetan buruh tani di sagala rupa daérah pikeun nampi pelatihan di luar negeri."
afr_train_track_a_00444,Hy huisves nog in sy geleerde radikaliste wat steeds sê ons sal nie rus voordat hier 'n eenparty staat is nie.,0,0,0,0,0,Anjeunna masih harbors di radikal diajar na anu masih nyebutkeun urang moal beristirahat dugi aya nagara hiji-pihak di dieu.
afr_train_track_a_00445,Baie families in die Wes-Kaap sonder broodwinners moet nou aangaan met hul lewens en moet probeer om vrede en berusting te vind.,0,0,0,0,1,Seueur kulawarga di Cape Kulon anu henteu ngagaduhan panyandang nafkah ayeuna kedah neraskeun kahirupan sareng kedah nyobian milarian katengtreman sareng pasrah.
afr_train_track_a_00446,"Maar ons moet dit sê: terselfdertyd is daar hoogs toegewyde ouers, en ons loof hulle daarvoor.",0,0,0,1,0,"Tapi urang kudu nyebutkeun kieu: dina waktos anu sareng, aya kolotna kacida devoted, sarta kami keprok aranjeunna keur éta."
